"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_11502","","hypothetical protein;transporter","24","6","13","30","64.86486486486487","83.33333333333334","9.23076923076923","3.900310446494787e-05","0.4931162497503359","0.014942916659101088","5","5","2","0.0625","1.0"
"group_12272","","SAVED domain-containing protein","2","17","35","19","5.405405405405405","52.77777777777778","0.06386554621848739","4.224101744954e-05","0.5340531836145342","0.015499280591171144","8","2","6","0.2890625","0.2890625"
"group_12593","","AlpA family transcriptional regulator","1","15","36","21","2.7027027027027026","58.333333333333336","0.03888888888888889","4.290712810970419e-05","0.5424748206909901","0.015499280591171144","6","1","6","0.03125","0.21875"
"group_10140","","YgdI/YgdR family lipoprotein","34","18","3","18","91.8918918918919","50.0","11.333333333333334","8.134185284704481e-05","1.0","0.026369360142184294","6","4","3","0.6875","1.0"
"group_9367","","YgdI/YgdR family lipoprotein","34","18","3","18","91.8918918918919","50.0","11.333333333333334","8.134185284704481e-05","1.0","0.026369360142184294","6","4","3","0.6875","1.0"
"group_12294","","DUF3892 domain-containing protein","3","18","34","18","8.108108108108109","50.0","0.08823529411764706","8.134185284704481e-05","1.0","0.026369360142184294","9","3","7","0.1796875","0.5078125"
"group_8260","","amino acid adenylation domain-containing protein;non-ribosomal peptide synthetase","3","18","34","18","8.108108108108109","50.0","0.08823529411764706","8.134185284704481e-05","1.0","0.026369360142184294","6","3","4","0.6875","1.0"
"group_9308","","MgtC/SapB family protein","35","20","2","16","94.5945945945946","44.44444444444444","14.0","0.00010518847483509856","1.0","0.02936852130502825","6","5","2","0.21875","0.6875"
"group_8256","","LysR family transcriptional regulator","35","20","2","16","94.5945945945946","44.44444444444444","14.0","0.00010518847483509856","1.0","0.02936852130502825","6","5","2","0.21875","0.6875"
"group_6428","","ABC transporter ATP-binding protein","35","20","2","16","94.5945945945946","44.44444444444444","14.0","0.00010518847483509856","1.0","0.02936852130502825","6","5","2","0.21875","0.6875"
"group_9856","","ABC transporter permease subunit","35","20","2","16","94.5945945945946","44.44444444444444","14.0","0.00010518847483509856","1.0","0.02936852130502825","6","5","2","0.21875","0.6875"
"group_4884","","hypothetical protein","1","14","36","22","2.7027027027027026","61.111111111111114","0.04365079365079365","0.00010685375148550973","1.0","0.02936852130502825","3","1","3","0.25","1.0"
"group_11075","","hypothetical protein","1","14","36","22","2.7027027027027026","61.111111111111114","0.04365079365079365","0.00010685375148550973","1.0","0.02936852130502825","5","1","5","0.0625","0.375"
"group_11067","","hypothetical protein","1","14","36","22","2.7027027027027026","61.111111111111114","0.04365079365079365","0.00010685375148550973","1.0","0.02936852130502825","7","1","7","0.015625","0.125"
"group_12360","","prophage tail fiber N-terminal domain-containing protein;phage tail protein","4","19","33","17","10.81081081081081","47.22222222222222","0.10845295055821372","0.00013200375255679333","1.0","0.035509009437777406","9","3","8","0.0390625","0.5078125"
"group_5499","","DUF1232 domain-containing protein","0","11","37","25","0.0","69.44444444444444","0.0","0.00016883679648048262","1.0","0.04269207235805483","4","0","4","0.125","0.125"
"group_4604","","VOC family protein","0","11","37","25","0.0","69.44444444444444","0.0","0.00016883679648048262","1.0","0.04269207235805483","3","0","3","0.25","0.25"
"group_2170","","hypothetical protein","0","11","37","25","0.0","69.44444444444444","0.0","0.00016883679648048262","1.0","0.04269207235805483","3","0","3","0.25","0.25"
"group_10086","","DUF4214 domain-containing protein","5","20","32","16","13.513513513513514","44.44444444444444","0.125","0.00019011953904786053","1.0","0.04713100651337452","10","4","7","0.34375","0.75390625"
"group_12733","","hypothetical protein","3","17","34","19","8.108108108108109","52.77777777777778","0.0986159169550173","0.00019766683815462347","1.0","0.047152864807337824","10","3","7","0.34375","0.34375"
"group_8632","","tyrosine-type recombinase/integrase","3","17","34","19","8.108108108108109","52.77777777777778","0.0986159169550173","0.00019766683815462347","1.0","0.047152864807337824","9","2","7","0.1796875","0.1796875"
"group_9215","","DUF2724 domain-containing protein","2","15","35","21","5.405405405405405","58.333333333333336","0.08","0.000252696927605769","1.0","0.05723328839042644","8","2","6","0.2890625","0.2890625"
"group_10586","","hypothetical protein","1","13","36","23","2.7027027027027026","63.888888888888886","0.049145299145299144","0.0002580319100098321","1.0","0.05723328839042644","4","1","3","0.625","0.625"
"group_9170","","hypothetical protein","1","13","36","23","2.7027027027027026","63.888888888888886","0.049145299145299144","0.0002580319100098321","1.0","0.05723328839042644","5","1","4","0.375","0.375"
"group_10824","","DUF5375 family protein;hypothetical protein","1","13","36","23","2.7027027027027026","63.888888888888886","0.049145299145299144","0.0002580319100098321","1.0","0.05723328839042644","6","1","6","0.03125","0.21875"
"group_12612","","replication endonuclease","4","18","33","18","10.81081081081081","50.0","0.12121212121212122","0.00031511033293631026","1.0","0.06868861964334087","12","4","8","0.3876953125","0.3876953125"
"group_10169","","S-type pyocin domain-containing protein;hypothetical protein;klebicin D activity protein;pyocin","9","24","28","12","24.324324324324326","33.33333333333333","0.16071428571428573","0.00038938800103165735","1.0","0.07647773406288229","10","6","8","0.109375","0.75390625"
"group_9232","","VOC family protein","37","26","0","10","100.0","27.77777777777778","inf","0.00040910454531809117","1.0","0.07647773406288229","3","3","0","0.25","0.25"
"group_10874","","phage baseplate assembly protein V","5","19","32","17","13.513513513513514","47.22222222222222","0.13980263157894737","0.00044841192345260227","1.0","0.07647773406288229","11","5","7","0.548828125","1.0"
"group_7857","","GPW/gp25 family protein","5","19","32","17","13.513513513513514","47.22222222222222","0.13980263157894737","0.00044841192345260227","1.0","0.07647773406288229","11","5","7","0.548828125","1.0"
"group_8730","","hypothetical protein","3","16","34","20","8.108108108108109","55.55555555555556","0.11029411764705882","0.0004618907333532668","1.0","0.07647773406288229","5","3","4","0.375","1.0"
"group_9855","","porin","34","20","3","16","91.8918918918919","44.44444444444444","9.066666666666666","0.00046189073335326685","1.0","0.07647773406288229","6","4","3","0.6875","1.0"
"group_7387","","ABC transporter ATP-binding protein","34","20","3","16","91.8918918918919","44.44444444444444","9.066666666666666","0.00046189073335326685","1.0","0.07647773406288229","6","4","3","0.6875","1.0"
"group_13803","","major tail shaft subunit","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_8842","","S26 family signal peptidase;S24 family peptidase;peptidase S24","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_5956","","phage tail protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_10900","","lysozyme","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_8731","","phage holin family protein;holin","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_5494","","hypothetical protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_10899","","antitermination protein Q;antitermination protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_8710","","hypothetical protein;HK97 gp10 family phage protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_10889","","hypothetical protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_8709","","phage tail protein","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_9599","","phage minor tail protein L","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_8154","","peptidase P60;C40 family peptidase","6","20","31","16","16.216216216216218","44.44444444444444","0.15483870967741936","0.0005865266012245825","1.0","0.07647773406288229","10","5","9","0.021484375","1.0"
"group_11311","","ankyrin repeat domain-containing protein","31","16","6","20","83.78378378378379","55.55555555555556","6.458333333333333","0.0005865266012245826","1.0","0.07647773406288229","9","6","4","0.5078125","1.0"
"group_6826","","hypothetical protein;glycosyl transferase family 1","1","12","36","24","2.7027027027027026","66.66666666666666","0.05555555555555555","0.0006049017959573063","1.0","0.07647773406288229","4","1","3","0.625","0.625"
"group_6227","","DUF6516 family protein","1","12","36","24","2.7027027027027026","66.66666666666666","0.05555555555555555","0.0006049017959573063","1.0","0.07647773406288229","4","1","3","0.625","0.625"
"group_10651","","lysozyme","24","35","13","1","64.86486486486487","2.7777777777777777","0.05274725274725275","0.0006049017959573067","1.0","0.07647773406288229","5","1","5","0.0625","0.375"
"group_11682","","phage baseplate assembly protein V","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11033","","hypothetical protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_8593","","phage tail assembly protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_8120","","hypothetical protein","24","35","13","1","64.86486486486487","2.7777777777777777","0.05274725274725275","0.0006049017959573067","1.0","0.07647773406288229","5","1","5","0.0625","0.375"
"group_11681","","replication endonuclease","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_10849","","GpE family phage tail protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_8592","","phage tail sheath protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_13367","","phage major tail tube protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11605","","phage tail protein I","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_10652","","hypothetical protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_8121","","helix-turn-helix domain-containing protein;phage repressor protein CI","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11944","","GPW/gp25 family protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11535","","TraR/DksA C4-type zinc finger protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_9081","","lysozyme","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_7745","","hypothetical protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11909","","baseplate assembly protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_11034","","phage tail protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_9080","","tail protein X","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_1375","","hypothetical protein","13","1","24","35","35.13513513513514","97.22222222222221","18.958333333333332","0.0006049017959573067","1.0","0.07647773406288229","5","5","1","0.0625","0.375"
"group_9287","","CopG family transcriptional regulator;ribbon-helix-helix domain-containing protein;ribbon-helix-helix protein CopG family","33","19","4","17","89.1891891891892","47.22222222222222","7.381578947368421","0.0007211292720387207","1.0","0.0868308322512909","8","5","4","0.7265625","1.0"
"group_6266","","type II toxin-antitoxin system VapC family toxin","33","19","4","17","89.1891891891892","47.22222222222222","7.381578947368421","0.0007211292720387207","1.0","0.0868308322512909","8","5","4","0.7265625","1.0"
"group_9204","","phage tail assembly protein","4","17","33","19","10.81081081081081","52.77777777777778","0.1354723707664884","0.0007211292720387207","1.0","0.0868308322512909","9","4","6","0.5078125","1.0"
"group_9203","","phage tail sheath protein","4","17","33","19","10.81081081081081","52.77777777777778","0.1354723707664884","0.0007211292720387207","1.0","0.0868308322512909","9","4","6","0.5078125","1.0"
"group_4333","","phage major tail tube protein","4","17","33","19","10.81081081081081","52.77777777777778","0.1354723707664884","0.0007211292720387207","1.0","0.0868308322512909","9","4","6","0.5078125","1.0"
"group_9630","","GNAT family N-acetyltransferase","23","8","14","28","62.16216216216216","77.77777777777779","5.75","0.0008324984200113483","1.0","0.09929507098305167","8","4","4","1.0","1.0"
"group_11594","","gamma-glutamylcyclotransferase","28","13","9","23","75.67567567567568","63.888888888888886","5.504273504273504","0.0009209479194182062","1.0","0.10562812085222484","7","6","3","0.125","1.0"
"group_9924","","DUF1937 family protein","28","13","9","23","75.67567567567568","63.888888888888886","5.504273504273504","0.0009209479194182062","1.0","0.10562812085222484","12","9","3","0.14599609375","0.14599609375"
"group_11822","","undecaprenyl-phosphate glucose phosphotransferase","10","0","27","36","27.027027027027028","100.0","inf","0.0009697292926058483","1.0","0.10562812085222484","7","7","0","0.015625","0.015625"
"group_9181","","host cell division inhibitor Icd-like protein;ash family protein","0","9","37","27","0.0","75.0","0.0","0.0009697292926058531","1.0","0.10562812085222484","6","0","6","0.03125","0.03125"
"group_7722","","CDP-diacylglycerol diphosphatase","0","9","37","27","0.0","75.0","0.0","0.0009697292926058531","1.0","0.10562812085222484","3","0","3","0.25","0.25"
"group_10968","","FAD-dependent oxidoreductase;NAD(P)/FAD-dependent oxidoreductase","0","9","37","27","0.0","75.0","0.0","0.0009697292926058531","1.0","0.10562812085222484","3","0","3","0.25","0.25"
"group_11701","","TraR/DksA C4-type zinc finger protein;TraR/DksA family transcriptional regulator","5","18","32","18","13.513513513513514","50.0","0.15625","0.0010109153383784817","1.0","0.10562812085222484","11","5","7","0.548828125","1.0"
"group_9205","","baseplate assembly protein","5","18","32","18","13.513513513513514","50.0","0.15625","0.0010109153383784817","1.0","0.10562812085222484","9","4","6","0.5078125","1.0"
"group_11970","","hypothetical protein","32","18","5","18","86.48648648648648","50.0","6.4","0.0010109153383784817","1.0","0.10562812085222484","9","9","1","0.00390625","0.0390625"
"group_12948","","phage regulatory CII family protein;hypothetical protein","5","18","32","18","13.513513513513514","50.0","0.15625","0.0010109153383784817","1.0","0.10562812085222484","10","5","6","0.75390625","1.0"
"group_12546","","host specificity protein J;DUF1983 domain-containing protein","5","18","32","18","13.513513513513514","50.0","0.15625","0.0010109153383784817","1.0","0.10562812085222484","10","4","9","0.021484375","0.75390625"
"group_8312","","metallophosphoesterase","19","5","18","31","51.35135135135135","86.11111111111111","6.544444444444444","0.0010109153383784865","1.0","0.10562812085222484","8","6","3","0.2890625","0.7265625"
"group_11400","","helix-turn-helix domain-containing protein;helix-turn-helix transcriptional regulator","19","5","18","31","51.35135135135135","86.11111111111111","6.544444444444444","0.0010109153383784865","1.0","0.10562812085222484","8","6","3","0.2890625","0.7265625"
"group_10734","","hypothetical protein","19","5","18","31","51.35135135135135","86.11111111111111","6.544444444444444","0.0010109153383784865","1.0","0.10562812085222484","8","6","3","0.2890625","0.7265625"
"group_9809","","VUT family protein","19","5","18","31","51.35135135135135","86.11111111111111","6.544444444444444","0.0010109153383784865","1.0","0.10562812085222484","8","6","3","0.2890625","0.7265625"
"group_11817","","tail fiber domain-containing protein","3","15","34","21","8.108108108108109","58.333333333333336","0.12352941176470589","0.0010394086757160082","1.0","0.10683938119575197","8","3","6","0.2890625","0.7265625"
"group_11767","","host cell division inhibitor Icd-like protein","3","15","34","21","8.108108108108109","58.333333333333336","0.12352941176470589","0.0010394086757160082","1.0","0.10683938119575197","7","3","6","0.125","1.0"
"group_2137","","p-aminobenzoyl-glutamate transporter","17","30","20","6","45.94594594594595","16.666666666666664","0.17","0.0013093865381350745","1.0","0.11386352842702788","4","2","4","0.125","1.0"
"group_12331","","hypothetical protein;toprim domain-containing protein;DNA primase","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","10","4","7","0.34375","0.75390625"
"group_9213","","GPO family capsid scaffolding protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_5794","","GpE family phage tail protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_11080","","phage major capsid protein P2 family","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_9208","","terminase endonuclease subunit","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_4336","","terminase ATPase subunit family protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_11041","","hypothetical protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_9110","","lysozyme;glycoside hydrolase family protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_4334","","phage tail protein I","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_11040","","head completion/stabilization protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_9108","","tail protein X","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_12452","","tail assembly protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","9","4","8","0.0390625","1.0"
"group_10871","","phage tail protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_8654","","phage virion morphogenesis protein","6","19","31","17","16.216216216216218","47.22222222222222","0.1731748726655348","0.0013093865381350748","1.0","0.11386352842702788","11","5","7","0.548828125","1.0"
"group_593","","hypothetical protein","2","13","35","23","5.405405405405405","63.888888888888886","0.1010989010989011","0.0013162790196800968","1.0","0.11386352842702788","8","2","7","0.0703125","0.2890625"
"group_9174","","type II toxin-antitoxin system RelE/ParE family toxin","12","1","25","35","32.432432432432435","97.22222222222221","16.8","0.0013779261132116792","1.0","0.11386352842702788","5","5","1","0.0625","0.375"
"group_6191","","helix-turn-helix domain-containing protein","12","1","25","35","32.432432432432435","97.22222222222221","16.8","0.0013779261132116792","1.0","0.11386352842702788","5","5","1","0.0625","0.375"
"group_10848","","tail fiber assembly protein","12","1","25","35","32.432432432432435","97.22222222222221","16.8","0.0013779261132116792","1.0","0.11386352842702788","6","5","1","0.21875","0.21875"
"group_13808","","carboxymuconolactone decarboxylase family protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_5312","","GlxA family transcriptional regulator","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_13746","","carboxymuconolactone decarboxylase family protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_4930","","hypothetical protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
